SEM_EXM_EXCH_ID, SEM_SEGMENT,SEM_SMST_SECURITY_ID,SEM_INSTRUMENT_NAME,SEM_EXPIRY_CODE,SEM_TRADING_SYMBOL,SEM_LOT_UNITS,SEM_CUSTOM_SYMBOL,SEM_EXPIRY_DATE,SEM_STRIKE_PRICE,SEM_OPTION_TYPE,SEM_TICK_SIZE,SEM_EXPIRY_FLAG,SEM_EXCH_INSTRUMENT_TYPE,SEM_SERIES,SM_SYMBOL_NAME
NSE,D,35102,OPTIDX,0,BANKNIFTY-Sep2024-43200-CE,15.0,BANKNIFTY 25 SEP 43200 CALL,2024-09-25 14:30:00,43200.0,CE,5.0,M,OP,,
NSE,D,35105,OPTIDX,0,BANKNIFTY-Sep2024-43200-PE,15.0,BANKNIFTY 25 SEP 43200 PUT,2024-09-25 14:30:00,43200.0,PE,5.0,M,OP,,
NSE,D,35243,OPTIDX,0,BANKNIFTY-Sep2024-30000-CE,15.0,BANKNIFTY 25 SEP 30000 CALL,2024-09-25 14:30:00,30000.0,CE,5.0,M,OP,,
NSE,D,35244,OPTIDX,0,BANKNIFTY-Sep2024-30000-PE,15.0,BANKNIFTY 25 SEP 30000 PUT,2024-09-25 14:30:00,30000.0,PE,5.0,M,OP,,
NSE,D,36712,OPTIDX,0,BANKNIFTY-Sep2024-30500-CE,15.0,BANKNIFTY 25 SEP 30500 CALL,2024-09-25 14:30:00,30500.0,CE,5.0,M,OP,,
NSE,D,36714,OPTIDX,0,BANKNIFTY-Sep2024-30500-PE,15.0,BANKNIFTY 25 SEP 30500 PUT,2024-09-25 14:30:00,30500.0,PE,5.0,M,OP,,
NSE,D,36717,OPTIDX,0,BANKNIFTY-Sep2024-31000-CE,15.0,BANKNIFTY 25 SEP 31000 CALL,2024-09-25 14:30:00,31000.0,CE,5.0,M,OP,,
NSE,D,36719,OPTIDX,0,BANKNIFTY-Sep2024-31000-PE,15.0,BANKNIFTY 25 SEP 31000 PUT,2024-09-25 14:30:00,31000.0,PE,5.0,M,OP,,
NSE,D,36722,OPTIDX,0,BANKNIFTY-Sep2024-32000-CE,15.0,BANKNIFTY 25 SEP 32000 CALL,2024-09-25 14:30:00,32000.0,CE,5.0,M,OP,,
NSE,D,36723,OPTIDX,0,BANKNIFTY-Sep2024-32000-PE,15.0,BANKNIFTY 25 SEP 32000 PUT,2024-09-25 14:30:00,32000.0,PE,5.0,M,OP,,
NSE,D,36726,OPTIDX,0,BANKNIFTY-Sep2024-32500-CE,15.0,BANKNIFTY 25 SEP 32500 CALL,2024-09-25 14:30:00,32500.0,CE,5.0,M,OP,,
NSE,D,36729,OPTIDX,0,BANKNIFTY-Sep2024-32500-PE,15.0,BANKNIFTY 25 SEP 32500 PUT,2024-09-25 14:30:00,32500.0,PE,5.0,M,OP,,
NSE,D,36730,OPTIDX,0,BANKNIFTY-Sep2024-33500-CE,15.0,BANKNIFTY 25 SEP 33500 CALL,2024-09-25 14:30:00,33500.0,CE,5.0,M,OP,,
NSE,D,36733,OPTIDX,0,BANKNIFTY-Sep2024-33500-PE,15.0,BANKNIFTY 25 SEP 33500 PUT,2024-09-25 14:30:00,33500.0,PE,5.0,M,OP,,
NSE,D,36734,OPTIDX,0,BANKNIFTY-Sep2024-34000-CE,15.0,BANKNIFTY 25 SEP 34000 CALL,2024-09-25 14:30:00,34000.0,CE,5.0,M,OP,,
NSE,D,36735,OPTIDX,0,BANKNIFTY-Sep2024-34000-PE,15.0,BANKNIFTY 25 SEP 34000 PUT,2024-09-25 14:30:00,34000.0,PE,5.0,M,OP,,
NSE,D,36736,OPTIDX,0,BANKNIFTY-Sep2024-35000-CE,15.0,BANKNIFTY 25 SEP 35000 CALL,2024-09-25 14:30:00,35000.0,CE,5.0,M,OP,,
NSE,D,36737,OPTIDX,0,BANKNIFTY-Sep2024-35000-PE,15.0,BANKNIFTY 25 SEP 35000 PUT,2024-09-25 14:30:00,35000.0,PE,5.0,M,OP,,
NSE,D,36738,OPTIDX,0,BANKNIFTY-Sep2024-35500-CE,15.0,BANKNIFTY 25 SEP 35500 CALL,2024-09-25 14:30:00,35500.0,CE,5.0,M,OP,,
NSE,D,37107,OPTIDX,0,BANKNIFTY-Sep2024-35500-PE,15.0,BANKNIFTY 25 SEP 35500 PUT,2024-09-25 14:30:00,35500.0,PE,5.0,M,OP,,
NSE,D,37108,OPTIDX,0,BANKNIFTY-Sep2024-36500-CE,15.0,BANKNIFTY 25 SEP 36500 CALL,2024-09-25 14:30:00,36500.0,CE,5.0,M,OP,,
NSE,D,37294,OPTIDX,0,BANKNIFTY-Sep2024-36500-PE,15.0,BANKNIFTY 25 SEP 36500 PUT,2024-09-25 14:30:00,36500.0,PE,5.0,M,OP,,
NSE,D,37295,OPTIDX,0,BANKNIFTY-Sep2024-37000-CE,15.0,BANKNIFTY 25 SEP 37000 CALL,2024-09-25 14:30:00,37000.0,CE,5.0,M,OP,,
NSE,D,37303,OPTIDX,0,BANKNIFTY-Sep2024-75000-CE,15.0,BANKNIFTY 25 SEP 75000 CALL,2024-09-25 14:30:00,75000.0,CE,5.0,M,OP,,
NSE,D,37305,OPTIDX,0,BANKNIFTY-Sep2024-75000-PE,15.0,BANKNIFTY 25 SEP 75000 PUT,2024-09-25 14:30:00,75000.0,PE,5.0,M,OP,,
NSE,D,37324,OPTIDX,0,BANKNIFTY-Sep2024-37000-PE,15.0,BANKNIFTY 25 SEP 37000 PUT,2024-09-25 14:30:00,37000.0,PE,5.0,M,OP,,
NSE,D,37329,OPTIDX,0,BANKNIFTY-Sep2024-38000-CE,15.0,BANKNIFTY 25 SEP 38000 CALL,2024-09-25 14:30:00,38000.0,CE,5.0,M,OP,,
NSE,D,37330,OPTIDX,0,BANKNIFTY-Sep2024-38000-PE,15.0,BANKNIFTY 25 SEP 38000 PUT,2024-09-25 14:30:00,38000.0,PE,5.0,M,OP,,
NSE,D,37335,OPTIDX,0,BANKNIFTY-Sep2024-38500-CE,15.0,BANKNIFTY 25 SEP 38500 CALL,2024-09-25 14:30:00,38500.0,CE,5.0,M,OP,,
NSE,D,37610,OPTIDX,0,BANKNIFTY-Sep2024-38500-PE,15.0,BANKNIFTY 25 SEP 38500 PUT,2024-09-25 14:30:00,38500.0,PE,5.0,M,OP,,
NSE,D,37621,OPTIDX,0,BANKNIFTY-Sep2024-39500-CE,15.0,BANKNIFTY 25 SEP 39500 CALL,2024-09-25 14:30:00,39500.0,CE,5.0,M,OP,,
NSE,D,37624,OPTIDX,0,BANKNIFTY-Sep2024-39500-PE,15.0,BANKNIFTY 25 SEP 39500 PUT,2024-09-25 14:30:00,39500.0,PE,5.0,M,OP,,
NSE,D,37625,OPTIDX,0,BANKNIFTY-Sep2024-40000-CE,15.0,BANKNIFTY 25 SEP 40000 CALL,2024-09-25 14:30:00,40000.0,CE,5.0,M,OP,,
NSE,D,37630,OPTIDX,0,BANKNIFTY-Sep2024-40000-PE,15.0,BANKNIFTY 25 SEP 40000 PUT,2024-09-25 14:30:00,40000.0,PE,5.0,M,OP,,
NSE,D,37631,OPTIDX,0,BANKNIFTY-Sep2024-41000-CE,15.0,BANKNIFTY 25 SEP 41000 CALL,2024-09-25 14:30:00,41000.0,CE,5.0,M,OP,,
NSE,D,37639,OPTIDX,0,BANKNIFTY-Sep2024-41000-PE,15.0,BANKNIFTY 25 SEP 41000 PUT,2024-09-25 14:30:00,41000.0,PE,5.0,M,OP,,
NSE,D,37640,OPTIDX,0,BANKNIFTY-Sep2024-41500-CE,15.0,BANKNIFTY 25 SEP 41500 CALL,2024-09-25 14:30:00,41500.0,CE,5.0,M,OP,,
NSE,D,37647,OPTIDX,0,BANKNIFTY-Sep2024-41500-PE,15.0,BANKNIFTY 25 SEP 41500 PUT,2024-09-25 14:30:00,41500.0,PE,5.0,M,OP,,
NSE,D,37648,OPTIDX,0,BANKNIFTY-Sep2024-42500-CE,15.0,BANKNIFTY 25 SEP 42500 CALL,2024-09-25 14:30:00,42500.0,CE,5.0,M,OP,,
NSE,D,37678,OPTIDX,0,BANKNIFTY-Sep2024-42500-PE,15.0,BANKNIFTY 25 SEP 42500 PUT,2024-09-25 14:30:00,42500.0,PE,5.0,M,OP,,
NSE,D,37679,OPTIDX,0,BANKNIFTY-Sep2024-43000-CE,15.0,BANKNIFTY 25 SEP 43000 CALL,2024-09-25 14:30:00,43000.0,CE,5.0,M,OP,,
NSE,D,37688,OPTIDX,0,BANKNIFTY-Sep2024-43000-PE,15.0,BANKNIFTY 25 SEP 43000 PUT,2024-09-25 14:30:00,43000.0,PE,5.0,M,OP,,
NSE,D,37689,OPTIDX,0,BANKNIFTY-Sep2024-43900-CE,15.0,BANKNIFTY 25 SEP 43900 CALL,2024-09-25 14:30:00,43900.0,CE,5.0,M,OP,,
NSE,D,37699,OPTIDX,0,BANKNIFTY-Sep2024-43900-PE,15.0,BANKNIFTY 25 SEP 43900 PUT,2024-09-25 14:30:00,43900.0,PE,5.0,M,OP,,
NSE,D,37700,OPTIDX,0,BANKNIFTY-Sep2024-44000-CE,15.0,BANKNIFTY 25 SEP 44000 CALL,2024-09-25 14:30:00,44000.0,CE,5.0,M,OP,,
NSE,D,37734,OPTIDX,0,BANKNIFTY-Sep2024-43800-CE,15.0,BANKNIFTY 25 SEP 43800 CALL,2024-09-25 14:30:00,43800.0,CE,5.0,M,OP,,
NSE,D,37735,OPTIDX,0,BANKNIFTY-Sep2024-43800-PE,15.0,BANKNIFTY 25 SEP 43800 PUT,2024-09-25 14:30:00,43800.0,PE,5.0,M,OP,,
NSE,D,37845,OPTIDX,0,BANKNIFTY-Sep2024-44000-PE,15.0,BANKNIFTY 25 SEP 44000 PUT,2024-09-25 14:30:00,44000.0,PE,5.0,M,OP,,
NSE,D,37846,OPTIDX,0,BANKNIFTY-Sep2024-44100-CE,15.0,BANKNIFTY 25 SEP 44100 CALL,2024-09-25 14:30:00,44100.0,CE,5.0,M,OP,,
NSE,D,37847,OPTIDX,0,BANKNIFTY-Sep2024-44100-PE,15.0,BANKNIFTY 25 SEP 44100 PUT,2024-09-25 14:30:00,44100.0,PE,5.0,M,OP,,
NSE,D,37848,OPTIDX,0,BANKNIFTY-Sep2024-44200-CE,15.0,BANKNIFTY 25 SEP 44200 CALL,2024-09-25 14:30:00,44200.0,CE,5.0,M,OP,,
NSE,D,37978,OPTIDX,0,BANKNIFTY-Sep2024-44200-PE,15.0,BANKNIFTY 25 SEP 44200 PUT,2024-09-25 14:30:00,44200.0,PE,5.0,M,OP,,
NSE,D,37979,OPTIDX,0,BANKNIFTY-Sep2024-44300-CE,15.0,BANKNIFTY 25 SEP 44300 CALL,2024-09-25 14:30:00,44300.0,CE,5.0,M,OP,,
NSE,D,37982,OPTIDX,0,BANKNIFTY-Sep2024-44300-PE,15.0,BANKNIFTY 25 SEP 44300 PUT,2024-09-25 14:30:00,44300.0,PE,5.0,M,OP,,
NSE,D,37983,OPTIDX,0,BANKNIFTY-Sep2024-44400-CE,15.0,BANKNIFTY 25 SEP 44400 CALL,2024-09-25 14:30:00,44400.0,CE,5.0,M,OP,,
NSE,D,38088,OPTIDX,0,BANKNIFTY-Sep2024-44400-PE,15.0,BANKNIFTY 25 SEP 44400 PUT,2024-09-25 14:30:00,44400.0,PE,5.0,M,OP,,
NSE,D,38089,OPTIDX,0,BANKNIFTY-Sep2024-44500-CE,15.0,BANKNIFTY 25 SEP 44500 CALL,2024-09-25 14:30:00,44500.0,CE,5.0,M,OP,,
NSE,D,38344,OPTIDX,0,BANKNIFTY-Sep2024-44500-PE,15.0,BANKNIFTY 25 SEP 44500 PUT,2024-09-25 14:30:00,44500.0,PE,5.0,M,OP,,
NSE,D,38345,OPTIDX,0,BANKNIFTY-Sep2024-44600-CE,15.0,BANKNIFTY 25 SEP 44600 CALL,2024-09-25 14:30:00,44600.0,CE,5.0,M,OP,,
NSE,D,38346,OPTIDX,0,BANKNIFTY-Sep2024-44600-PE,15.0,BANKNIFTY 25 SEP 44600 PUT,2024-09-25 14:30:00,44600.0,PE,5.0,M,OP,,
NSE,D,38348,OPTIDX,0,BANKNIFTY-Sep2024-44700-CE,15.0,BANKNIFTY 25 SEP 44700 CALL,2024-09-25 14:30:00,44700.0,CE,5.0,M,OP,,
NSE,D,38349,OPTIDX,0,BANKNIFTY-Sep2024-44700-PE,15.0,BANKNIFTY 25 SEP 44700 PUT,2024-09-25 14:30:00,44700.0,PE,5.0,M,OP,,
NSE,D,38350,OPTIDX,0,BANKNIFTY-Sep2024-44800-CE,15.0,BANKNIFTY 25 SEP 44800 CALL,2024-09-25 14:30:00,44800.0,CE,5.0,M,OP,,
NSE,D,38354,OPTIDX,0,BANKNIFTY-Sep2024-44800-PE,15.0,BANKNIFTY 25 SEP 44800 PUT,2024-09-25 14:30:00,44800.0,PE,5.0,M,OP,,
NSE,D,38355,OPTIDX,0,BANKNIFTY-Sep2024-44900-CE,15.0,BANKNIFTY 25 SEP 44900 CALL,2024-09-25 14:30:00,44900.0,CE,5.0,M,OP,,
NSE,D,38959,OPTIDX,0,BANKNIFTY-Sep2024-44900-PE,15.0,BANKNIFTY 25 SEP 44900 PUT,2024-09-25 14:30:00,44900.0,PE,5.0,M,OP,,
NSE,D,39043,OPTIDX,0,BANKNIFTY-Sep2024-73500-CE,15.0,BANKNIFTY 25 SEP 73500 CALL,2024-09-25 14:30:00,73500.0,CE,5.0,M,OP,,
NSE,D,39044,OPTIDX,0,BANKNIFTY-Sep2024-73500-PE,15.0,BANKNIFTY 25 SEP 73500 PUT,2024-09-25 14:30:00,73500.0,PE,5.0,M,OP,,
NSE,D,39093,OPTIDX,0,BANKNIFTY-Sep2024-45100-CE,15.0,BANKNIFTY 25 SEP 45100 CALL,2024-09-25 14:30:00,45100.0,CE,5.0,M,OP,,
NSE,D,39094,OPTIDX,0,BANKNIFTY-Sep2024-45100-PE,15.0,BANKNIFTY 25 SEP 45100 PUT,2024-09-25 14:30:00,45100.0,PE,5.0,M,OP,,
NSE,D,39095,OPTIDX,0,BANKNIFTY-Sep2024-45200-CE,15.0,BANKNIFTY 25 SEP 45200 CALL,2024-09-25 14:30:00,45200.0,CE,5.0,M,OP,,
NSE,D,39096,OPTIDX,0,BANKNIFTY-Sep2024-45200-PE,15.0,BANKNIFTY 25 SEP 45200 PUT,2024-09-25 14:30:00,45200.0,PE,5.0,M,OP,,
NSE,D,39097,OPTIDX,0,BANKNIFTY-Sep2024-45300-CE,15.0,BANKNIFTY 25 SEP 45300 CALL,2024-09-25 14:30:00,45300.0,CE,5.0,M,OP,,
NSE,D,39098,OPTIDX,0,BANKNIFTY-Sep2024-45300-PE,15.0,BANKNIFTY 25 SEP 45300 PUT,2024-09-25 14:30:00,45300.0,PE,5.0,M,OP,,
NSE,D,39100,OPTIDX,0,BANKNIFTY-Sep2024-45400-CE,15.0,BANKNIFTY 25 SEP 45400 CALL,2024-09-25 14:30:00,45400.0,CE,5.0,M,OP,,
NSE,D,39101,OPTIDX,0,BANKNIFTY-Sep2024-45400-PE,15.0,BANKNIFTY 25 SEP 45400 PUT,2024-09-25 14:30:00,45400.0,PE,5.0,M,OP,,
NSE,D,39275,OPTIDX,0,BANKNIFTY-Sep2024-27000-CE,15.0,BANKNIFTY 25 SEP 27000 CALL,2024-09-25 14:30:00,27000.0,CE,5.0,M,OP,,
NSE,D,39278,OPTIDX,0,BANKNIFTY-Sep2024-27000-PE,15.0,BANKNIFTY 25 SEP 27000 PUT,2024-09-25 14:30:00,27000.0,PE,5.0,M,OP,,
NSE,D,39283,OPTIDX,0,BANKNIFTY-Sep2024-28500-CE,15.0,BANKNIFTY 25 SEP 28500 CALL,2024-09-25 14:30:00,28500.0,CE,5.0,M,OP,,
NSE,D,39285,OPTIDX,0,BANKNIFTY-Sep2024-28500-PE,15.0,BANKNIFTY 25 SEP 28500 PUT,2024-09-25 14:30:00,28500.0,PE,5.0,M,OP,,
NSE,D,39286,OPTIDX,0,BANKNIFTY-Sep2024-66000-CE,15.0,BANKNIFTY 25 SEP 66000 CALL,2024-09-25 14:30:00,66000.0,CE,5.0,M,OP,,
NSE,D,39290,OPTIDX,0,BANKNIFTY-Sep2024-66000-PE,15.0,BANKNIFTY 25 SEP 66000 PUT,2024-09-25 14:30:00,66000.0,PE,5.0,M,OP,,
NSE,D,39291,OPTIDX,0,BANKNIFTY-Sep2024-67500-CE,15.0,BANKNIFTY 25 SEP 67500 CALL,2024-09-25 14:30:00,67500.0,CE,5.0,M,OP,,
NSE,D,39298,OPTIDX,0,BANKNIFTY-Sep2024-45500-CE,15.0,BANKNIFTY 25 SEP 45500 CALL,2024-09-25 14:30:00,45500.0,CE,5.0,M,OP,,
NSE,D,39299,OPTIDX,0,BANKNIFTY-Sep2024-45500-PE,15.0,BANKNIFTY 25 SEP 45500 PUT,2024-09-25 14:30:00,45500.0,PE,5.0,M,OP,,
NSE,D,39300,OPTIDX,0,BANKNIFTY-Sep2024-45600-CE,15.0,BANKNIFTY 25 SEP 45600 CALL,2024-09-25 14:30:00,45600.0,CE,5.0,M,OP,,
NSE,D,39303,OPTIDX,0,BANKNIFTY-Sep2024-67500-PE,15.0,BANKNIFTY 25 SEP 67500 PUT,2024-09-25 14:30:00,67500.0,PE,5.0,M,OP,,
NSE,D,39304,OPTIDX,0,BANKNIFTY-Sep2024-45600-PE,15.0,BANKNIFTY 25 SEP 45600 PUT,2024-09-25 14:30:00,45600.0,PE,5.0,M,OP,,
NSE,D,39305,OPTIDX,0,BANKNIFTY-Sep2024-69000-CE,15.0,BANKNIFTY 25 SEP 69000 CALL,2024-09-25 14:30:00,69000.0,CE,5.0,M,OP,,
NSE,D,39307,OPTIDX,0,BANKNIFTY-Sep2024-45700-CE,15.0,BANKNIFTY 25 SEP 45700 CALL,2024-09-25 14:30:00,45700.0,CE,5.0,M,OP,,
NSE,D,39309,OPTIDX,0,BANKNIFTY-Sep2024-45700-PE,15.0,BANKNIFTY 25 SEP 45700 PUT,2024-09-25 14:30:00,45700.0,PE,5.0,M,OP,,
NSE,D,39310,OPTIDX,0,BANKNIFTY-Sep2024-45800-CE,15.0,BANKNIFTY 25 SEP 45800 CALL,2024-09-25 14:30:00,45800.0,CE,5.0,M,OP,,
NSE,D,39313,OPTIDX,0,BANKNIFTY-Sep2024-45800-PE,15.0,BANKNIFTY 25 SEP 45800 PUT,2024-09-25 14:30:00,45800.0,PE,5.0,M,OP,,
NSE,D,39316,OPTIDX,0,BANKNIFTY-Sep2024-69000-PE,15.0,BANKNIFTY 25 SEP 69000 PUT,2024-09-25 14:30:00,69000.0,PE,5.0,M,OP,,
NSE,D,39317,OPTIDX,0,BANKNIFTY-Sep2024-70500-CE,15.0,BANKNIFTY 25 SEP 70500 CALL,2024-09-25 14:30:00,70500.0,CE,5.0,M,OP,,
NSE,D,39320,OPTIDX,0,BANKNIFTY-Sep2024-70500-PE,15.0,BANKNIFTY 25 SEP 70500 PUT,2024-09-25 14:30:00,70500.0,PE,5.0,M,OP,,
NSE,D,39321,OPTIDX,0,BANKNIFTY-Sep2024-72000-CE,15.0,BANKNIFTY 25 SEP 72000 CALL,2024-09-25 14:30:00,72000.0,CE,5.0,M,OP,,
NSE,D,39325,OPTIDX,0,BANKNIFTY-Sep2024-72000-PE,15.0,BANKNIFTY 25 SEP 72000 PUT,2024-09-25 14:30:00,72000.0,PE,5.0,M,OP,,
NSE,D,39350,OPTIDX,0,BANKNIFTY-Sep2024-45900-CE,15.0,BANKNIFTY 25 SEP 45900 CALL,2024-09-25 14:30:00,45900.0,CE,5.0,M,OP,,
NSE,D,39351,OPTIDX,0,BANKNIFTY-Sep2024-45900-PE,15.0,BANKNIFTY 25 SEP 45900 PUT,2024-09-25 14:30:00,45900.0,PE,5.0,M,OP,,
NSE,D,39352,OPTIDX,0,BANKNIFTY-Sep2024-46000-CE,15.0,BANKNIFTY 25 SEP 46000 CALL,2024-09-25 14:30:00,46000.0,CE,5.0,M,OP,,
NSE,D,39355,OPTIDX,0,BANKNIFTY-Sep2024-46000-PE,15.0,BANKNIFTY 25 SEP 46000 PUT,2024-09-25 14:30:00,46000.0,PE,5.0,M,OP,,
NSE,D,39356,OPTIDX,0,BANKNIFTY-Sep2024-46100-CE,15.0,BANKNIFTY 25 SEP 46100 CALL,2024-09-25 14:30:00,46100.0,CE,5.0,M,OP,,
NSE,D,39358,OPTIDX,0,BANKNIFTY-Sep2024-46100-PE,15.0,BANKNIFTY 25 SEP 46100 PUT,2024-09-25 14:30:00,46100.0,PE,5.0,M,OP,,
NSE,D,39359,OPTIDX,0,BANKNIFTY-Sep2024-46200-CE,15.0,BANKNIFTY 25 SEP 46200 CALL,2024-09-25 14:30:00,46200.0,CE,5.0,M,OP,,
NSE,D,39360,OPTIDX,0,BANKNIFTY-Sep2024-46200-PE,15.0,BANKNIFTY 25 SEP 46200 PUT,2024-09-25 14:30:00,46200.0,PE,5.0,M,OP,,
NSE,D,39361,OPTIDX,0,BANKNIFTY-Sep2024-46300-CE,15.0,BANKNIFTY 25 SEP 46300 CALL,2024-09-25 14:30:00,46300.0,CE,5.0,M,OP,,
NSE,D,39667,OPTIDX,0,BANKNIFTY-Sep2024-61500-CE,15.0,BANKNIFTY 25 SEP 61500 CALL,2024-09-25 14:30:00,61500.0,CE,5.0,M,OP,,
NSE,D,39670,OPTIDX,0,BANKNIFTY-Sep2024-61500-PE,15.0,BANKNIFTY 25 SEP 61500 PUT,2024-09-25 14:30:00,61500.0,PE,5.0,M,OP,,
NSE,D,40253,OPTIDX,0,BANKNIFTY-Sep2024-46300-PE,15.0,BANKNIFTY 25 SEP 46300 PUT,2024-09-25 14:30:00,46300.0,PE,5.0,M,OP,,
NSE,D,40254,OPTIDX,0,BANKNIFTY-Sep2024-46400-CE,15.0,BANKNIFTY 25 SEP 46400 CALL,2024-09-25 14:30:00,46400.0,CE,5.0,M,OP,,
NSE,D,40255,OPTIDX,0,BANKNIFTY-Sep2024-46400-PE,15.0,BANKNIFTY 25 SEP 46400 PUT,2024-09-25 14:30:00,46400.0,PE,5.0,M,OP,,
NSE,D,40256,OPTIDX,0,BANKNIFTY-Sep2024-46600-CE,15.0,BANKNIFTY 25 SEP 46600 CALL,2024-09-25 14:30:00,46600.0,CE,5.0,M,OP,,
NSE,D,40257,OPTIDX,0,BANKNIFTY-Sep2024-46600-PE,15.0,BANKNIFTY 25 SEP 46600 PUT,2024-09-25 14:30:00,46600.0,PE,5.0,M,OP,,
NSE,D,40261,OPTIDX,0,BANKNIFTY-Sep2024-46700-CE,15.0,BANKNIFTY 25 SEP 46700 CALL,2024-09-25 14:30:00,46700.0,CE,5.0,M,OP,,
NSE,D,40263,OPTIDX,0,BANKNIFTY-Sep2024-46700-PE,15.0,BANKNIFTY 25 SEP 46700 PUT,2024-09-25 14:30:00,46700.0,PE,5.0,M,OP,,
NSE,D,40264,OPTIDX,0,BANKNIFTY-Sep2024-46800-CE,15.0,BANKNIFTY 25 SEP 46800 CALL,2024-09-25 14:30:00,46800.0,CE,5.0,M,OP,,
NSE,D,40265,OPTIDX,0,BANKNIFTY-Sep2024-46800-PE,15.0,BANKNIFTY 25 SEP 46800 PUT,2024-09-25 14:30:00,46800.0,PE,5.0,M,OP,,
NSE,D,40266,OPTIDX,0,BANKNIFTY-Sep2024-46900-CE,15.0,BANKNIFTY 25 SEP 46900 CALL,2024-09-25 14:30:00,46900.0,CE,5.0,M,OP,,
NSE,D,40267,OPTIDX,0,BANKNIFTY-Sep2024-46900-PE,15.0,BANKNIFTY 25 SEP 46900 PUT,2024-09-25 14:30:00,46900.0,PE,5.0,M,OP,,
NSE,D,40268,OPTIDX,0,BANKNIFTY-Sep2024-47000-CE,15.0,BANKNIFTY 25 SEP 47000 CALL,2024-09-25 14:30:00,47000.0,CE,5.0,M,OP,,
NSE,D,40269,OPTIDX,0,BANKNIFTY-Sep2024-47000-PE,15.0,BANKNIFTY 25 SEP 47000 PUT,2024-09-25 14:30:00,47000.0,PE,5.0,M,OP,,
NSE,D,40270,OPTIDX,0,BANKNIFTY-Sep2024-47100-CE,15.0,BANKNIFTY 25 SEP 47100 CALL,2024-09-25 14:30:00,47100.0,CE,5.0,M,OP,,
NSE,D,40273,OPTIDX,0,BANKNIFTY-Sep2024-47100-PE,15.0,BANKNIFTY 25 SEP 47100 PUT,2024-09-25 14:30:00,47100.0,PE,5.0,M,OP,,
NSE,D,40274,OPTIDX,0,BANKNIFTY-Sep2024-47200-CE,15.0,BANKNIFTY 25 SEP 47200 CALL,2024-09-25 14:30:00,47200.0,CE,5.0,M,OP,,
NSE,D,40275,OPTIDX,0,BANKNIFTY-Sep2024-47200-PE,15.0,BANKNIFTY 25 SEP 47200 PUT,2024-09-25 14:30:00,47200.0,PE,5.0,M,OP,,
NSE,D,40276,OPTIDX,0,BANKNIFTY-Sep2024-47300-CE,15.0,BANKNIFTY 25 SEP 47300 CALL,2024-09-25 14:30:00,47300.0,CE,5.0,M,OP,,
NSE,D,40280,OPTIDX,0,BANKNIFTY-Sep2024-47300-PE,15.0,BANKNIFTY 25 SEP 47300 PUT,2024-09-25 14:30:00,47300.0,PE,5.0,M,OP,,
NSE,D,40282,OPTIDX,0,BANKNIFTY-Sep2024-47400-CE,15.0,BANKNIFTY 25 SEP 47400 CALL,2024-09-25 14:30:00,47400.0,CE,5.0,M,OP,,
